Korbin,113,2020-3,3/1/2020,10467,12,104,15.1,POINT (-62.75 -46.25)
Korbin,113,2020-3,3/2/2020,4748,12,104,12.5,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/3/2020,1439,12,104,16.3,POINT (-63.25 -45.75)
Korbin,113,2020-3,3/4/2020,7798,12,104,12.3,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/5/2020,5461,12,104,11.9,POINT (-61.25 -47.25)
Korbin,113,2020-3,3/6/2020,8573,12,104,12.1,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/8/2020,3321,12,104,15.8,POINT (-62.25 -44.75)
Korbin,113,2020-3,3/9/2020,418,12,104,15.7,POINT (-62.25 -44.75)
Korbin,113,2020-3,3/10/2020,541,12,104,12,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/11/2020,10910,12,104,11.6,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/12/2020,1046,12,104,12.1,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/13/2020,3764,12,104,11.8,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/14/2020,1464,12,104,10.9,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/15/2020,5597,12,104,11.8,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/16/2020,1427,12,104,11.9,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/17/2020,9668,12,104,11.6,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/18/2020,5387,12,104,11.8,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/19/2020,8672,12,104,11.3,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/20/2020,1796,12,104,11.9,POINT (-60.75 -47.25)
Korbin,113,2020-3,3/21/2020,5535,12,104,11.8,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/22/2020,5474,12,104,11.6,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/23/2020,19422,12,104,11.7,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/24/2020,2854,12,104,11.6,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/25/2020,1451,12,104,11.7,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/26/2020,824,12,104,11.6,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/27/2020,1661,12,104,11.7,POINT (-60.75 -47.75)
Korbin,113,2020-3,3/28/2020,1169,12,104,11.6,POINT (-60.75 -47.75)
